,aspects,terms,text
315,['ambience'],[],"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them."
316,['anecdotes/miscellaneous'],[],I'll keep this short.
317,['ambience'],[],I felt as though I were eating in Paris.
318,"['anecdotes/miscellaneous', 'food']",['food'],Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.
319,"['food', 'service', 'ambience']","['food', 'ambience', 'service']","I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
320,['anecdotes/miscellaneous'],[],"However, it's not worth a special trip."
321,['price'],[],Nice value.
322,['anecdotes/miscellaneous'],[],Gigino's in Wagner Park is so enjoyable.
323,['service'],[],And it was quick which is very important.
324,['anecdotes/miscellaneous'],['dinner meeting'],This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.
325,['ambience'],['atmosphere'],All the NYU students love this place so it makes for a fun young atmosphere.
326,['food'],"['food', 'Cantonese']",The food here does a great service to the name (Cantonese that is...).
327,['food'],['cooking'],"But, nothing stands out about the cooking."
328,"['ambience', 'food']","['food', 'atmosphere']",Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.
329,['anecdotes/miscellaneous'],[],"If that's a problem, go to McDonald's and destroy your insides."
330,"['food', 'price']","['Prix Fixe menu', 'quantity', 'quality']",The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
331,['anecdotes/miscellaneous'],['lunch'],I've been here 3 times for lunch and it is one of my favorites in the city.
332,['food'],"['eggs benedict', 'hollondaise sauce', 'brunch']","I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
333,['food'],['oatmeal'],"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item."
334,['ambience'],[],Always busy but fast moving.
335,['food'],['food'],Too bad the food wasn't of the same heritage.
336,"['food', 'service']","['menu', 'Chilean Sea Bass', 'server', 'specials']","The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
337,['anecdotes/miscellaneous'],[],Sexy.
338,['food'],"['food', 'onion soup']","The food was really good, I had the onion soup and it was one of the best ever."
339,['anecdotes/miscellaneous'],[],"I will have to say, this Bengali Fast Food joint is clearly my favorite."
340,['food'],[],I'm not picky - but it was actually gross.
341,"['anecdotes/miscellaneous', 'price']",['wine'],"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well."
342,"['service', 'ambience']",['staff'],"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get."
343,['food'],"['Dim Sum', 'dinner']","Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again."
344,"['food', 'price']","['roll', 'roll', 'roll', 'rice']","It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
345,['anecdotes/miscellaneous'],[],"Even with John's and Joe's around the corner, this place will make a name for itself."
346,['food'],[],"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery."
347,['service'],"['gin and tonic', 'tonic']","When he finally did, he was unable to make a gin and tonic -- couldn't find tonic."
348,['anecdotes/miscellaneous'],[],My girlfriend convinced me to go in the other night for a quick bite.
349,['food'],"['dim sum', 'little dishes']","The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here)."
350,['anecdotes/miscellaneous'],[],despite the untasteful previous review...
351,['anecdotes/miscellaneous'],[],"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart."
352,['anecdotes/miscellaneous'],[],"Sure, everyone's got their favorite, but to know Sal, is to know New York."
353,['anecdotes/miscellaneous'],[],I think that it is absolutely brilliant and well runned business operation.
354,['price'],[],Also they were $15 each!
355,['service'],['service'],"The service is ok, some of the people didn't get what they asked for."
356,['anecdotes/miscellaneous'],[],"My friends spoke so much about it for months, I finally made the time to come down ear and dine in."
357,['food'],['Thai'],If you want good authentic Thai this place is not the place to go.
358,['anecdotes/miscellaneous'],['reservation'],I recommend getting a reservation even though we saw people seated without one.
359,['food'],['Grilled Chicken special with Edamame Puree'],The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.
360,['anecdotes/miscellaneous'],[],This is as good as neighborhood restaurants come.
361,['food'],"['roast duck', 'pork', 'chicken on rice with ginger']","If you want some roast duck, pork or chicken on rice with ginger, try them out!"
362,['anecdotes/miscellaneous'],['menu'],"You order from a menu, so you leave feeling like you missed the full experience."
363,['anecdotes/miscellaneous'],[],One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.
364,['anecdotes/miscellaneous'],[],We will go back every time we are in the City.
365,['anecdotes/miscellaneous'],[],we love th pink pony.
366,['anecdotes/miscellaneous'],[],So eat fast and order a lot.
367,['service'],['Staff'],Staff is very accomodating.
368,['anecdotes/miscellaneous'],[],I have to agree with the previous reviewer.
369,['anecdotes/miscellaneous'],[],--Eat Club is a roving group of NYC gluttons
370,['anecdotes/miscellaneous'],[],"If you were there when it first opened, give this restaurant a second chance."
371,['anecdotes/miscellaneous'],['reservation'],I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.
372,['anecdotes/miscellaneous'],[],"If you like Sakagura but you feel it's too much, you'd better try Yokocho."
373,['anecdotes/miscellaneous'],['dinner'],yourself a favor and have dinner here and see if you dont agree with me.
374,['anecdotes/miscellaneous'],[],Definitely a great spot for a nice occasion or date.
375,['anecdotes/miscellaneous'],[],You can't go wrong with this place.
376,['food'],"['Sake', 'dishes', 'portion']",Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).
377,['service'],[],Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.
378,"['ambience', 'price']",[],Not pretentious and very economical.
379,"['food', 'service']","['food', 'service']","The food was terrific and the service classy, attentive, without being overbearing."
380,['food'],['roti rolls'],This is an amazing place to try some roti rolls.
381,['food'],['ingredients'],Fresh ingredients and everything is made to order.
382,['service'],"['meal', 'food', 'tip']","We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them."
383,['service'],['service'],Quick and friendly service.
384,['anecdotes/miscellaneous'],[],Authentic bistro!
385,['food'],['meat'],"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system."
386,['price'],[],Somewhat pricey but what the heck.
387,['price'],[],"It's true, this place is not cheap."
388,['food'],['hot dogs'],"Try the hot dogs too, they're snappy and delicious."
389,['service'],['Delivery'],Delivery is fast too.
390,['anecdotes/miscellaneous'],[],"Being from the south, there aren't any good delis in my area and while watching Foods across America on PBS I found out about Katz's Deli."
391,['ambience'],['noise level'],"The noise level was unbearable, conversation impossible."
392,['food'],['Personal pans'],Personal pans are the perfect size for those hungry nights.
393,['food'],"['Spicy Fried Clam Rolls', 'Spider Rolls']",Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.
394,['anecdotes/miscellaneous'],['menu'],One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.
395,['anecdotes/miscellaneous'],[],It's convenient.
396,['anecdotes/miscellaneous'],[],Thanks Bloom's for a lovely trip.
397,"['ambience', 'price']",['atmosphere'],The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.
398,['anecdotes/miscellaneous'],[],"Oh right, I should probably say something nice."
399,['ambience'],['place'],"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least."
400,['anecdotes/miscellaneous'],[],"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong."
